序号,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
154,22.02,39.82,32.39,31.62,33.60,24.70,20.40,36.25,9.85,28.44,11.70,17.03,24.52,21.02,20.00,21.10,23.09,24.04,23.77,22.14,21.63,22.63,25.50,22.20,19.21,23.19,25.32,19.85,24.21,24.08,24.08,19.24,19.10,22.20,26.02,24.52,26.93,22.00,29.12,25.00,20.02,41.87,34.66,31.40,33.11,28.64,30.87,26.40,31.95,29.43,26.02,38.01,37.34,36.24,37.74,40.00,34.99,30.00,26.08,28.16,35.36,37.34,38.33,41.44,41.44,39.22,38.08,32.28,28.46,33.24,24.70,28.30,28.65,35.47,31.83,33.02,34.83,34.67,36.80,38.95,40.31,42.43,38.42,37.20,34.00,38.08,38.48,40.31,38.95,43.57,36.06,37.44,40.22,42.72,44.82,48.41,37.59,36.67,40.26,38.05,37.22,38.47,37.36,37.70,35.44,34.44,42.49,38.59,40.31,45.80,37.20,30.48,21.54,17.46,18.25,19.10,13.93,14.14,31.06,28.16,26.02,24.19,29.53,29.15,31.40,40.16,34.93,33.54,34.00,35.13,35.06,24.52,14.04,11.40,9.00,12.37,20.62,24.35,26.57,21.02,18.36,16.64,18.60,30.23,29.15,33.11,12.17,11.40,9.90,10.00,30.27,17.12,12.21,15.26,0.00,12.17,19.65,14.21,18.36,14.87,12.73,5.10,2.00,6.00,6.71,11.18,9.49,13.00,14.32,14.87,16.55,16.28,16.03,15.03,17.26,21.19,29.61,29.07,32.02,30.07,36.12
155,16.76,37.66,38.01,32.06,30.08,25.18,27.20,27.02,13.60,17.46,6.08,5.10,12.37,9.06,8.25,9.85,11.70,14.21,14.87,12.73,15.23,18.44,21.59,20.02,14.32,11.05,13.15,17.03,21.21,20.40,18.97,8.60,8.06,11.18,30.87,31.06,33.84,26.83,36.06,29.55,25.55,35.23,29.07,24.70,24.08,19.80,21.93,17.69,22.20,18.38,14.04,26.17,27.46,27.59,29.73,32.80,26.91,18.11,14.00,16.76,24.04,25.96,26.93,30.08,31.38,29.15,27.31,21.95,18.60,23.60,17.49,20.81,20.62,31.02,26.93,25.81,28.30,27.02,31.78,32.76,34.48,36.72,31.62,30.00,25.46,28.60,29.21,30.81,30.41,35.36,32.98,34.21,36.69,39.56,40.31,43.86,35.51,35.23,41.05,41.23,39.81,40.45,38.05,37.05,36.06,33.14,40.61,35.90,39.20,41.79,33.53,26.25,22.36,18.68,21.93,23.26,16.55,18.87,34.48,31.32,30.08,23.00,28.07,29.02,33.73,47.17,41.18,39.36,37.95,38.08,38.33,26.93,20.62,19.85,16.28,16.64,23.09,25.32,27.17,21.21,18.25,16.28,17.03,27.46,27.17,32.06,4.00,5.10,10.30,2.83,18.11,5.00,9.22,10.05,12.17,0.00,7.62,13.34,11.70,12.04,11.40,13.04,10.20,6.32,7.81,7.28,3.16,3.00,5.39,7.28,9.49,6.40,5.00,3.16,5.10,9.43,17.46,17.00,19.92,18.00,24.02
156,19.10,40.00,44.10,36.14,32.02,29.73,33.97,24.41,20.52,13.45,12.04,4.47,5.00,4.47,5.10,7.28,8.06,12.65,14.32,12.17,17.03,21.21,24.08,23.77,17.46,4.47,6.08,20.88,24.33,23.19,21.02,8.00,7.00,8.54,36.89,37.64,40.46,33.02,42.64,35.51,32.02,34.54,29.61,24.74,21.95,18.38,20.12,16.76,19.42,14.14,8.06,19.92,24.08,25.55,28.18,31.78,25.50,12.08,7.62,12.04,18.87,20.59,21.47,24.60,27.59,25.46,22.80,18.44,16.12,20.81,18.11,20.62,19.92,32.25,28.16,25.30,28.16,26.00,32.56,32.57,34.48,36.69,31.02,29.15,23.71,25.61,26.40,27.66,28.30,33.29,35.01,36.06,38.21,41.19,41.00,44.38,38.01,38.12,44.91,46.24,44.60,44.92,41.98,40.31,40.02,36.22,43.00,38.01,42.11,42.76,35.13,28.02,27.31,24.19,28.02,29.41,22.80,25.50,39.81,36.67,35.85,26.93,31.40,32.98,38.63,53.60,47.43,45.49,43.38,43.08,43.46,32.20,27.59,27.20,23.60,23.35,28.65,30.08,31.62,26.00,23.26,21.47,21.54,30.07,30.27,35.36,9.90,11.31,16.97,10.30,11.05,3.61,15.00,14.32,19.65,7.62,0.00,18.87,14.32,17.00,17.20,20.59,17.72,13.93,15.26,13.45,10.20,7.00,9.43,11.18,12.65,8.54,6.71,5.66,2.83,2.24,10.05,10.44,12.37,11.40,17.12
157,8.54,26.00,25.24,19.03,19.42,12.00,15.81,24.33,5.39,19.92,7.28,14.42,21.93,16.97,15.56,15.00,16.64,14.56,13.15,12.65,9.06,8.60,11.31,8.06,6.08,19.80,21.93,5.66,10.00,9.90,10.30,12.81,13.45,15.26,18.03,19.10,21.93,14.21,24.04,16.64,13.45,28.02,20.62,17.89,21.21,17.03,19.10,15.00,21.00,20.88,20.81,30.68,26.08,23.77,24.70,26.42,22.14,23.71,21.40,20.62,26.68,28.64,29.61,32.39,30.15,28.07,28.07,22.09,18.11,22.02,12.17,15.52,16.28,21.26,17.69,19.70,21.10,21.54,22.63,25.00,26.25,28.32,24.70,23.71,21.59,26.31,26.48,28.44,26.25,30.46,21.95,23.32,26.08,28.65,30.61,34.21,23.77,23.09,28.02,27.89,26.48,27.17,25.02,24.52,23.02,20.88,28.79,24.60,26.93,31.62,23.02,16.28,9.06,5.39,9.22,10.63,4.47,7.62,21.19,18.03,17.00,10.44,15.81,16.12,20.40,34.83,28.60,26.63,24.70,24.74,25.00,13.60,10.44,12.00,9.22,6.08,9.85,12.04,14.00,8.00,5.00,3.00,4.47,16.12,15.23,19.65,9.49,8.25,4.47,11.05,25.81,15.26,4.12,5.00,14.21,13.34,18.87,0.00,7.28,2.24,2.00,10.00,13.04,11.40,8.54,6.08,14.00,16.28,9.43,7.81,7.21,10.63,12.21,13.42,16.12,21.10,26.25,23.85,29.07,24.70,30.41
158,5.10,26.17,31.14,21.84,18.44,15.65,22.83,18.03,12.00,12.65,7.07,10.05,16.12,11.18,9.85,8.60,9.90,7.28,6.00,5.39,3.61,7.00,10.05,9.49,3.16,13.89,15.81,6.71,10.05,9.00,7.28,6.71,7.62,8.49,24.04,25.81,28.60,20.62,30.61,22.63,20.25,24.08,17.49,13.45,14.87,10.44,12.65,8.25,14.14,13.60,14.14,23.41,19.42,17.89,19.42,21.93,16.64,16.64,14.87,13.42,19.42,21.38,22.36,25.18,23.54,21.38,21.00,15.00,11.00,15.30,6.40,10.00,10.30,19.31,15.23,14.87,17.03,16.40,20.12,21.40,23.02,25.24,20.52,19.10,15.65,19.92,20.25,22.14,20.59,25.24,21.38,22.56,25.00,27.89,28.64,32.20,24.08,24.00,30.59,32.20,30.46,30.68,27.66,26.08,25.71,22.02,29.15,24.33,28.00,30.08,21.84,14.56,13.60,11.40,15.81,17.20,11.70,14.87,26.08,23.02,22.67,12.65,17.12,18.68,24.60,41.01,34.66,32.56,29.68,29.07,29.53,18.60,17.72,19.10,16.00,13.34,15.56,16.12,17.46,12.21,9.90,8.60,7.81,16.03,16.03,21.10,8.06,7.81,9.22,10.82,19.10,11.05,6.32,3.16,18.36,11.70,14.32,7.28,0.00,5.10,7.00,15.52,16.64,13.45,11.66,7.21,13.89,14.56,6.32,4.47,2.24,6.00,8.00,10.05,12.04,16.49,19.85,17.03,22.67,17.80,23.32
159,7.21,26.25,27.20,20.02,19.24,13.15,18.03,22.56,7.07,17.72,6.00,12.53,19.85,14.87,13.45,12.81,14.42,12.37,11.05,10.44,7.28,7.81,10.82,8.25,4.47,17.69,19.80,5.39,9.85,9.43,9.22,10.63,11.31,13.04,20.00,21.26,24.08,16.28,26.17,18.60,15.62,27.02,19.80,16.64,19.42,15.13,17.26,13.04,19.03,18.68,18.60,28.46,24.19,22.14,23.26,25.24,20.62,21.47,19.21,18.38,24.52,26.48,27.46,30.27,28.28,26.17,26.02,20.02,16.03,20.10,10.44,13.93,14.56,20.81,17.03,18.36,20.00,20.12,22.02,24.08,25.46,27.59,23.60,22.47,19.92,24.52,24.74,26.68,24.70,29.07,21.93,23.26,25.94,28.64,30.23,33.84,24.04,23.54,29.02,29.41,27.89,28.44,26.02,25.18,24.02,21.38,29.12,24.70,27.46,31.38,22.83,15.81,10.44,7.21,11.31,12.73,6.71,9.85,22.85,19.70,18.87,11.05,16.28,17.00,21.84,36.88,30.61,28.60,26.40,26.25,26.57,15.23,12.65,14.04,11.05,8.25,11.66,13.34,15.13,9.22,6.32,4.47,5.00,16.16,15.52,20.22,8.06,7.00,5.00,10.05,23.60,13.42,3.16,2.83,14.87,12.04,17.00,2.24,5.10,0.00,2.24,11.18,13.45,11.18,8.60,5.10,13.15,15.03,7.62,5.83,5.00,8.60,10.30,11.70,14.32,19.24,24.08,21.63,26.91,22.47,28.18
160,9.43,27.86,26.93,21.02,21.10,14.00,17.03,24.74,5.00,19.42,5.39,12.81,20.52,15.62,14.21,13.89,15.65,14.14,13.00,12.17,9.49,9.90,12.81,9.85,6.71,18.44,20.62,7.21,11.66,11.40,11.40,11.66,12.21,14.32,19.72,20.52,23.35,15.81,25.50,18.36,14.87,29.21,21.93,18.87,21.59,17.26,19.42,15.13,21.10,20.40,19.72,30.08,26.31,24.35,25.50,27.46,22.85,22.85,20.25,19.92,26.31,28.28,29.27,32.14,30.41,28.28,28.00,22.00,18.00,22.20,12.65,16.16,16.76,22.80,19.10,20.59,22.20,22.36,24.08,26.25,27.59,29.70,25.81,24.70,22.14,26.68,26.93,28.86,26.93,31.30,23.71,25.06,27.78,30.41,32.20,35.81,25.63,25.00,30.02,29.83,28.44,29.15,27.02,26.48,25.02,22.80,30.68,26.40,28.86,33.29,24.70,17.80,11.05,7.28,10.82,12.21,5.66,8.60,23.09,19.92,18.79,12.37,17.72,18.11,22.36,36.40,30.23,28.30,26.57,26.68,26.93,15.52,11.18,12.17,9.00,6.71,11.70,14.04,16.00,10.00,7.00,5.00,6.32,17.89,17.09,21.59,7.62,6.32,2.83,9.06,24.70,13.60,2.24,4.12,12.73,11.40,17.20,2.00,7.00,2.24,0.00,8.94,11.40,9.49,6.71,4.12,12.00,14.32,7.81,6.40,6.32,9.22,10.63,11.66,14.42,19.42,25.00,22.83,27.80,23.71,29.55
161,18.36,34.99,27.66,26.57,29.07,19.70,15.81,33.53,5.00,27.00,10.05,17.09,25.08,20.88,19.65,20.22,22.20,22.09,21.38,20.10,18.38,18.60,21.26,17.69,15.65,23.41,25.63,15.62,19.80,19.85,20.25,18.11,18.25,21.10,21.10,19.92,22.47,17.03,24.70,20.02,15.13,38.01,30.61,27.78,30.36,25.96,28.16,23.77,29.61,28.00,25.71,37.22,34.93,33.24,34.44,36.36,31.78,29.43,25.96,27.07,34.00,36.00,37.00,40.01,39.05,36.88,36.22,30.27,26.31,30.81,21.54,25.08,25.63,31.11,27.66,29.53,31.06,31.30,32.56,35.00,36.24,38.29,34.67,33.62,31.02,35.44,35.74,37.64,35.85,40.25,31.40,32.80,35.61,38.01,40.36,43.93,32.76,31.76,35.17,33.02,32.14,33.38,32.28,32.70,30.36,29.53,37.59,33.84,35.34,41.23,32.65,26.17,16.55,12.53,13.15,14.04,8.94,9.06,26.02,23.09,21.00,19.42,24.70,24.17,26.31,35.85,30.36,28.86,29.02,30.07,30.02,19.42,9.22,7.21,4.12,7.28,15.52,19.31,21.54,16.12,13.60,12.04,14.14,25.61,24.41,28.18,11.40,10.20,6.32,10.30,30.36,17.46,9.22,12.37,5.10,13.04,20.59,10.00,15.52,11.18,8.94,0.00,5.10,7.07,5.39,9.00,11.31,14.87,13.15,13.00,14.14,15.13,15.52,15.23,17.89,22.47,30.08,28.86,32.70,29.83,35.90
162,20.52,38.91,32.76,31.05,32.45,24.04,20.88,34.44,9.22,26.48,9.85,15.03,22.56,19.03,18.00,19.10,21.10,22.14,21.93,20.25,20.00,21.26,24.21,21.10,17.69,21.21,23.35,18.60,23.02,22.80,22.63,17.26,17.12,20.22,26.17,25.00,27.51,22.09,29.73,25.08,20.22,40.36,33.24,29.83,31.30,26.83,29.07,24.60,30.08,27.46,24.02,36.01,35.47,34.48,36.06,38.42,33.29,28.00,24.08,26.17,33.38,35.36,36.35,39.46,39.56,37.34,36.14,30.36,26.57,31.38,23.02,26.63,26.93,34.21,30.48,31.40,33.30,33.02,35.47,37.48,38.90,41.04,36.88,35.61,32.25,36.25,36.67,38.48,37.22,41.88,34.99,36.36,39.12,41.68,43.60,47.20,36.67,35.85,39.81,38.00,37.05,38.21,36.88,37.00,34.93,33.62,41.63,37.59,39.56,44.65,36.06,29.21,20.88,16.76,18.03,19.00,13.34,14.00,31.00,28.02,26.02,23.26,28.64,28.46,31.14,40.85,35.44,33.96,34.06,35.01,35.00,24.19,14.32,12.08,9.22,12.04,20.22,23.77,25.96,20.25,17.46,15.65,17.49,29.15,28.18,32.31,10.20,9.49,8.60,8.00,28.28,15.13,10.63,13.60,2.00,10.20,17.72,13.04,16.64,13.45,11.40,5.10,0.00,4.00,5.00,9.43,7.62,11.18,12.37,13.00,14.76,14.32,14.04,13.04,15.30,19.31,27.66,27.07,30.08,28.07,34.13
163,17.80,37.34,33.84,30.27,30.41,23.19,22.36,30.89,9.22,22.56,6.40,11.05,18.68,15.03,14.00,15.13,17.12,18.38,18.36,16.55,16.97,18.87,21.95,19.31,15.00,17.26,19.42,16.55,21.02,20.59,20.00,13.34,13.15,16.28,26.93,26.40,29.07,22.80,31.30,25.71,21.19,37.48,30.61,26.87,27.78,23.32,25.55,21.10,26.40,23.54,20.02,32.02,31.78,31.06,32.80,35.38,30.00,24.00,20.10,22.20,29.43,31.40,32.39,35.51,35.85,33.62,32.28,26.57,22.85,27.73,19.85,23.43,23.60,31.91,28.02,28.32,30.41,29.83,33.02,34.71,36.24,38.42,33.94,32.56,28.84,32.65,33.12,34.89,33.84,38.60,33.11,34.44,37.12,39.81,41.34,44.94,35.11,34.48,39.20,38.21,37.05,38.00,36.22,35.90,34.23,32.28,40.16,35.85,38.33,42.54,34.00,26.93,20.10,16.03,18.25,19.42,13.04,14.56,31.26,28.16,26.48,21.84,27.20,27.46,31.02,42.49,36.77,35.11,34.53,35.13,35.23,24.02,15.65,14.21,10.82,12.37,20.02,23.09,25.18,19.24,16.28,14.32,15.81,27.31,26.57,31.05,6.32,5.83,7.07,4.00,24.33,11.18,8.06,10.63,6.00,6.32,13.93,11.40,13.45,11.18,9.49,7.07,4.00,0.00,3.00,6.40,4.24,7.81,8.54,9.43,11.40,10.44,10.05,9.06,11.40,15.65,23.77,23.09,26.25,24.08,30.15
164,15.56,34.54,31.02,27.29,27.78,20.22,19.72,29.55,6.32,22.09,5.10,11.70,19.70,15.52,14.32,15.03,17.03,17.46,17.09,15.52,15.00,16.40,19.42,16.55,12.73,18.03,20.25,13.89,18.36,18.03,17.69,13.00,13.04,16.00,24.04,23.71,26.42,19.92,28.65,22.80,18.38,35.38,28.32,24.84,26.40,21.93,24.17,19.70,25.30,23.09,20.40,32.06,30.68,29.53,31.06,33.42,28.30,24.19,20.62,22.00,29.07,31.06,32.06,35.13,34.79,32.57,31.58,25.71,21.84,26.57,18.03,21.63,21.95,29.41,25.61,26.40,28.32,28.02,30.61,32.53,33.97,36.12,31.89,30.61,27.29,31.38,31.78,33.62,32.25,36.89,30.41,31.76,34.48,37.12,38.83,42.44,32.31,31.62,36.22,35.23,34.06,35.00,33.24,32.98,31.26,29.41,37.34,33.11,35.44,39.96,31.38,24.41,17.12,13.04,15.30,16.49,10.05,11.70,28.28,25.18,23.54,18.97,24.35,24.52,28.02,39.82,34.01,32.31,31.58,32.14,32.25,21.02,13.04,12.04,8.49,9.49,17.03,20.10,22.20,16.28,13.34,11.40,13.00,24.60,23.77,28.16,6.08,5.00,4.12,5.00,25.00,12.08,5.66,8.60,6.71,7.81,15.26,8.54,11.66,8.60,6.71,5.39,5.00,3.00,0.00,4.47,6.71,10.00,8.00,8.25,9.85,10.00,10.20,9.85,12.53,17.20,24.70,23.54,27.31,24.52,30.59
165,11.40,31.32,30.89,25.00,24.17,18.03,20.52,25.08,7.21,18.00,1.41,9.22,17.20,12.53,11.18,11.40,13.34,13.15,12.65,11.18,10.63,12.53,15.65,13.34,8.60,15.26,17.49,10.44,14.87,14.32,13.60,9.22,9.49,12.17,23.71,24.21,27.02,19.72,29.21,22.36,18.60,31.11,24.21,20.52,21.93,17.46,19.70,15.23,20.88,19.00,17.09,28.28,26.25,25.06,26.63,29.07,23.85,20.62,17.46,18.11,25.00,27.00,28.00,31.02,30.36,28.16,27.29,21.38,17.46,22.14,13.60,17.20,17.49,25.55,21.63,22.02,24.04,23.60,26.63,28.32,29.83,32.02,27.59,26.25,22.83,26.93,27.31,29.15,27.78,32.45,26.93,28.23,30.87,33.62,34.99,38.59,29.12,28.64,34.00,33.96,32.56,33.24,31.00,30.27,29.00,26.48,34.21,29.73,32.56,36.24,27.73,20.59,15.13,11.40,14.76,16.12,9.43,12.04,27.20,24.04,22.85,16.12,21.38,22.02,26.48,40.22,34.13,32.25,30.68,30.81,31.05,19.65,14.21,14.32,10.77,9.90,15.81,18.11,20.02,14.04,11.05,9.06,10.05,21.19,20.62,25.32,3.61,2.24,3.61,5.00,21.93,9.90,2.00,4.24,11.18,7.28,13.45,6.08,7.21,5.10,4.12,9.00,9.43,6.40,4.47,0.00,8.06,10.20,4.47,4.00,5.39,6.32,7.21,7.81,10.63,15.62,21.95,20.25,24.70,21.19,27.20
166,18.79,39.29,37.70,33.02,31.95,26.00,26.42,30.00,13.00,20.62,7.28,8.25,15.13,12.17,11.40,13.00,14.87,17.20,17.69,15.62,17.49,20.25,23.41,21.38,16.16,14.00,16.03,18.44,22.80,22.14,21.02,11.66,11.18,14.32,30.68,30.41,33.12,26.57,35.36,29.41,25.08,37.80,31.38,27.20,27.02,22.67,24.84,20.52,25.24,21.54,17.12,29.27,30.53,30.48,32.53,35.47,29.70,21.21,17.03,19.92,27.20,29.12,30.08,33.24,34.48,32.25,30.46,25.06,21.63,26.63,20.00,23.43,23.35,33.11,29.07,28.43,30.81,29.73,34.00,35.23,36.89,39.12,34.21,32.65,28.32,31.62,32.20,33.84,33.30,38.21,34.79,36.06,38.63,41.44,42.49,46.07,37.11,36.67,42.01,41.59,40.31,41.11,39.01,38.33,37.01,34.53,42.20,37.64,40.61,43.86,35.47,28.23,23.02,19.10,21.84,23.09,16.49,18.38,34.71,31.58,30.08,24.19,29.43,30.07,34.23,46.53,40.72,39.00,38.08,38.47,38.64,27.29,19.72,18.44,15.00,16.16,23.35,26.02,28.00,22.00,19.00,17.00,18.11,29.12,28.64,33.38,5.83,6.32,10.20,3.16,21.02,8.06,10.05,11.70,9.49,3.16,10.20,14.00,13.89,13.15,12.00,11.31,7.62,4.24,6.71,8.06,0.00,3.61,7.81,9.43,11.66,9.22,8.06,6.32,8.00,11.70,20.22,20.02,22.56,21.02,27.00
167,19.65,40.61,40.72,35.06,32.98,28.16,29.68,29.00,16.12,18.87,9.06,6.40,12.00,9.85,9.43,11.40,13.04,16.28,17.20,15.00,18.03,21.38,24.52,23.02,17.26,11.18,13.04,20.02,24.19,23.35,21.84,10.63,9.90,12.81,33.62,33.62,36.36,29.55,38.59,32.31,28.18,37.74,31.78,27.29,26.17,22.02,24.08,20.00,24.08,19.72,14.56,26.68,29.21,29.73,32.02,35.23,29.21,18.68,14.32,17.89,25.08,26.93,27.86,31.02,33.02,30.81,28.65,23.60,20.52,25.50,20.12,23.32,23.02,33.84,29.73,28.30,30.89,29.41,34.54,35.36,37.12,39.36,34.13,32.45,27.66,30.48,31.14,32.65,32.56,37.54,35.90,37.11,39.56,42.45,43.08,46.62,38.47,38.21,44.05,44.15,42.76,43.42,41.05,40.05,39.05,36.12,43.57,38.83,42.19,44.60,36.40,29.12,25.32,21.59,24.70,26.00,19.31,21.47,37.36,34.21,32.89,26.00,31.06,32.02,36.67,49.74,43.83,42.05,40.80,41.00,41.23,29.83,23.02,21.93,18.44,19.24,25.96,28.28,30.15,24.19,21.21,19.24,20.02,30.41,30.15,35.06,7.00,8.06,13.00,5.39,18.03,5.83,12.17,13.04,13.00,3.00,7.00,16.28,14.56,15.03,14.32,14.87,11.18,7.81,10.00,10.20,3.61,0.00,8.25,10.20,12.37,8.94,7.21,5.00,5.39,8.25,17.03,17.26,19.24,18.25,24.08
168,11.40,32.39,34.67,27.29,24.74,20.62,24.76,22.47,11.66,14.14,3.16,5.00,12.81,8.06,6.71,7.07,9.06,9.85,10.00,8.06,9.85,13.15,16.28,15.03,9.06,10.82,13.04,12.04,16.03,15.13,13.60,5.00,5.10,8.00,27.46,28.32,31.14,23.60,33.30,26.08,22.67,30.00,23.71,19.42,19.42,15.00,17.20,12.81,17.89,15.13,12.65,24.08,23.26,22.80,24.76,27.66,21.93,16.28,13.00,14.00,21.10,23.09,24.08,27.17,27.31,25.08,23.77,18.03,14.32,19.24,12.21,15.62,15.56,25.63,21.54,20.62,23.02,21.93,26.40,27.46,29.15,31.38,26.40,24.84,20.62,24.19,24.70,26.42,25.61,30.48,27.66,28.86,31.32,34.21,34.93,38.48,30.27,30.07,36.22,37.00,35.44,35.90,33.24,32.00,31.26,28.02,35.36,30.59,34.06,36.40,28.16,20.88,18.03,14.76,18.60,20.00,13.45,16.28,30.46,27.31,26.42,18.11,23.00,24.19,29.41,44.20,38.01,36.06,34.01,33.84,34.18,22.85,18.60,18.79,15.23,14.21,19.24,20.88,22.56,16.76,13.93,12.08,12.37,22.20,22.02,27.00,2.24,3.00,8.06,5.00,17.46,5.83,5.66,5.10,14.32,5.39,9.43,9.43,6.32,7.62,7.81,13.15,12.37,8.54,8.00,4.47,7.81,8.25,0.00,2.00,4.12,2.00,2.83,4.12,6.71,11.66,17.49,15.81,20.25,16.76,22.80
169,9.49,30.41,33.02,25.32,22.80,18.68,23.43,21.47,10.77,14.00,3.16,6.71,14.14,9.22,7.81,7.62,9.49,9.22,8.94,7.28,8.06,11.18,14.32,13.04,7.07,12.04,14.21,10.05,14.04,13.15,11.70,5.39,5.83,8.25,25.81,26.87,29.70,22.02,31.83,24.41,21.21,28.43,21.95,17.80,18.36,13.89,16.12,11.66,17.09,15.00,13.42,24.33,22.47,21.63,23.43,26.17,20.62,16.76,13.89,14.14,21.00,23.00,24.00,27.02,26.57,24.35,23.35,17.46,13.60,18.38,10.63,14.14,14.21,23.77,19.70,19.10,21.40,20.52,24.60,25.81,27.46,29.68,24.84,23.35,19.42,23.26,23.71,25.50,24.41,29.21,25.71,26.93,29.41,32.28,33.11,36.67,28.28,28.07,34.23,35.11,33.53,33.96,31.26,30.00,29.27,26.02,33.38,28.64,32.06,34.54,26.25,18.97,16.16,13.04,17.03,18.44,12.04,15.00,28.64,25.50,24.70,16.12,21.00,22.20,27.51,42.64,36.40,34.41,32.20,31.95,32.31,21.02,17.49,18.03,14.56,13.04,17.49,18.97,20.62,14.87,12.08,10.30,10.44,20.22,20.02,25.00,3.61,3.61,7.28,6.40,18.36,7.62,4.47,3.16,14.87,7.28,11.18,7.81,4.47,5.83,6.40,13.00,13.00,9.43,8.25,4.00,9.43,10.20,2.00,0.00,2.24,2.83,4.47,6.08,8.54,13.42,18.60,16.55,21.40,17.46,23.41
170,7.28,28.28,32.02,23.54,20.62,17.09,23.02,19.70,11.18,13.15,5.00,8.25,15.00,10.00,8.60,7.81,9.43,8.00,7.28,6.00,5.83,9.06,12.17,11.18,5.00,12.81,14.87,8.25,12.00,11.05,9.49,5.66,6.40,8.06,24.84,26.25,29.07,21.21,31.14,23.43,20.62,26.25,19.72,15.62,16.55,12.08,14.32,9.85,15.52,14.14,13.60,23.77,20.88,19.72,21.40,24.04,18.60,16.55,14.21,13.60,20.10,22.09,23.09,26.02,25.00,22.80,22.09,16.12,12.17,16.76,8.49,12.04,12.21,21.54,17.46,16.97,19.21,18.44,22.36,23.60,25.24,27.46,22.67,21.21,17.49,21.54,21.93,23.77,22.47,27.20,23.54,24.74,27.20,30.08,30.87,34.44,26.17,26.02,32.39,33.62,31.95,32.28,29.43,28.02,27.46,24.00,31.26,26.48,30.02,32.31,24.04,16.76,14.76,12.04,16.28,17.69,11.66,14.76,27.29,24.19,23.60,14.32,19.03,20.40,26.00,41.77,35.47,33.42,30.89,30.46,30.87,19.72,17.46,18.44,15.13,13.00,16.40,17.46,18.97,13.42,10.82,9.22,8.94,18.11,18.00,23.02,5.83,5.66,8.00,8.60,18.60,9.22,5.00,2.24,16.55,9.49,12.65,7.21,2.24,5.00,6.32,14.14,14.76,11.40,9.85,5.39,11.66,12.37,4.12,2.24,0.00,4.12,6.08,8.00,10.20,14.87,19.10,16.64,21.93,17.49,23.26
171,11.05,32.14,35.81,27.66,24.33,21.19,26.25,20.81,13.42,12.17,5.10,4.12,11.31,6.40,5.00,5.10,7.07,8.06,8.49,6.40,9.22,13.00,16.03,15.30,9.06,9.22,11.40,12.37,16.03,15.00,13.15,3.00,3.16,6.00,28.60,29.70,32.53,24.84,34.66,27.20,24.04,28.84,22.85,18.36,17.80,13.45,15.62,11.31,16.12,13.15,10.77,22.09,21.47,21.26,23.35,26.40,20.52,14.32,11.18,12.00,19.10,21.10,22.09,25.18,25.50,23.26,21.84,16.16,12.53,17.49,11.18,14.42,14.21,25.00,20.88,19.42,21.95,20.62,25.63,26.42,28.18,30.41,25.24,23.60,19.10,22.47,23.02,24.70,24.08,29.00,27.29,28.44,30.81,33.73,34.18,37.70,30.07,30.00,36.50,37.70,36.06,36.40,33.54,32.06,31.58,28.02,35.13,30.27,34.00,35.74,27.66,20.40,18.79,15.81,19.85,21.26,14.87,17.80,31.30,28.18,27.46,18.44,23.09,24.52,30.08,45.45,39.20,37.20,34.89,34.54,34.93,23.71,20.25,20.62,17.09,15.81,20.25,21.54,23.09,17.46,14.76,13.04,13.00,22.02,22.02,27.07,4.12,5.00,9.85,6.71,15.65,5.10,7.21,5.83,16.28,6.40,8.54,10.63,6.00,8.60,9.22,15.13,14.32,10.44,10.00,6.32,9.22,8.94,2.00,2.83,4.12,0.00,2.00,4.12,6.08,10.77,15.81,13.93,18.60,14.87,20.88
